11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
11.5 -3.4444444444444446 
